student_id,academic_year,subject_code,subject_name,internal_marks,external_mark
S092-25,2024-2025,SUB04,Social Studies,27,33
S808-25,2024-2025,SUB05,Computer Science,10,35
S552-25,2024-2025,SUB05,Computer Science,10,35
S545-24,2023-2024,SUB05,Computer Science,10,35
S607-25,2024-2025,SUB05,Computer Science,10,35
S670-25,2024-2025,SUB04,Social Studies,27,31
S565-24,2023-2024,SUB05,Computer Science,10,35
S297-24,2023-2024,SUB04,Social Studies,27,29
S363-24,2023-2024,SUB05,Computer Science,10,35
S434-24,2023-2024,SUB04,Social Studies,27,28
S366-25,2024-2025,SUB05,Computer Science,10,35
S147-25,2024-2025,SUB05,Computer Science,10,35
S885-24,2023-2024,SUB05,Computer Science,10,35
S717-24,2023-2024,SUB04,Social Studies,27,23
S628-24,2023-2024,SUB04,Social Studies,27,22
S470-25,2024-2025,SUB05,Computer Science,10,35
S847-24,2023-2024,SUB04,Social Studies,27,22
S944-25,2024-2025,SUB04,Social Studies,27,22
S480-24,2023-2024,SUB04,Social Studies,27,21
S937-24,2023-2024,SUB04,Social Studies,27,21
S863-25,2024-2025,SUB05,Computer Science,10,35
S748-25,2024-2025,SUB04,Social Studies,27,19
S906-24,2023-2024,SUB05,Computer Science,10,35
S979-25,2024-2025,SUB04,Social Studies,27,18
S838-24,2023-2024,SUB01,Mathematics,40,43
S103-25,2024-2025,SUB04,Social Studies,27,17
S805-25,2024-2025,SUB04,Social Studies,27,16
S582-25,2024-2025,SUB05,Computer Science,10,35
S231-24,2023-2024,SUB04,Social Studies,27,15
S329-24,2023-2024,SUB05,Computer Science,7,35
S881-24,2023-2024,SUB04,Social Studies,27,15
S520-25,2024-2025,SUB05,Computer Science,7,35
S886-24,2023-2024,SUB04,Social Studies,27,14
S179-24,2023-2024,SUB05,Computer Science,6,35
S031-24,2023-2024,SUB05,Computer Science,5,35
S612-25,2024-2025,SUB04,Social Studies,27,13
S342-24,2023-2024,SUB04,Social Studies,27,11
S638-25,2024-2025,SUB01,Mathematics,34,43
S039-24,2023-2024,SUB04,Social Studies,27,10
S140-25,2024-2025,SUB04,Social Studies,27,10
S700-25,2024-2025,SUB05,Computer Science,30,35
S016-25,2024-2025,SUB04,Social Studies,27,
S272-24,2023-2024,SUB03,English,27,13
S257-24,2023-2024,SUB04,Social Studies,27,
S920-25,2024-2025,SUB05,Computer Science,30,35
S296-25,2024-2025,SUB03,English,27,44
S912-24,2023-2024,SUB01,Mathematics,33,43
S299-25,2024-2025,SUB02,Science,27,26
S323-25,2024-2025,SUB03,English,27,16
S326-25,2024-2025,SUB03,English,27,20
S338-24,2023-2024,SUB02,Science,27,15
S349-25,2024-2025,SUB02,Science,27,33
S410-25,2024-2025,SUB01,Mathematics,30,43
S416-24,2023-2024,SUB02,Science,27,27
S868-24,2023-2024,SUB01,Mathematics,29,43
S436-25,2024-2025,SUB02,Science,27,50
S861-24,2023-2024,SUB01,Mathematics,28,43
S455-25,2024-2025,SUB02,Science,27,22
S545-24,2023-2024,SUB01,Mathematics,27,43
S477-25,2024-2025,SUB02,Science,27,20
S477-25,2024-2025,SUB03,English,27,22
S495-25,2024-2025,SUB03,English,27,16
S498-25,2024-2025,SUB03,English,27,46
S542-25,2024-2025,SUB01,Mathematics,25,43
S520-25,2024-2025,SUB02,Science,27,48
S530-24,2023-2024,SUB02,Science,27,26
S535-24,2023-2024,SUB03,English,27,52
S542-25,2024-2025,SUB02,Science,27,13
S702-24,2023-2024,SUB01,Mathematics,23,43
S578-25,2024-2025,SUB03,English,27,47
S586-25,2024-2025,SUB02,Science,27,
S797-24,2023-2024,SUB01,Mathematics,23,43
S603-25,2024-2025,SUB02,Science,27,54
S608-24,2023-2024,SUB03,English,27,28
S793-25,2024-2025,SUB01,Mathematics,22,43
S611-24,2023-2024,SUB03,English,27,39
S639-25,2024-2025,SUB02,Science,27,51
S654-25,2024-2025,SUB03,English,27,24
S535-24,2023-2024,SUB01,Mathematics,21,43
S658-24,2023-2024,SUB02,Science,27,13
S658-24,2023-2024,SUB03,English,27,20
S674-25,2024-2025,SUB03,English,27,28
S621-24,2023-2024,SUB01,Mathematics,19,43
S900-25,2024-2025,SUB01,Mathematics,18,43
S720-25,2024-2025,SUB03,English,27,18
S729-24,2023-2024,SUB03,English,27,
S225-24,2023-2024,SUB01,Mathematics,17,43
S816-24,2023-2024,SUB01,Mathematics,17,43
S755-25,2024-2025,SUB03,English,27,25
S312-24,2023-2024,SUB01,Mathematics,14,43
S533-25,2024-2025,SUB01,Mathematics,13,43
S763-25,2024-2025,SUB03,English,27,36
S731-24,2023-2024,SUB01,Mathematics,12,43
S807-24,2023-2024,SUB03,English,27,21
S812-24,2023-2024,SUB02,Science,27,49
S826-25,2024-2025,SUB03,English,27,54
S827-24,2023-2024,SUB03,English,27,18
S858-25,2024-2025,SUB03,English,27,
S583-24,2023-2024,SUB01,Mathematics,11,43
S870-24,2023-2024,SUB03,English,27,23
S935-24,2023-2024,SUB02,Science,27,41
S937-24,2023-2024,SUB03,English,27,55
S952-25,2024-2025,SUB02,Science,27,45
S945-25,2024-2025,SUB01,Mathematics,9,43
S975-25,2024-2025,SUB03,English,27,40
S981-24,2023-2024,SUB02,Science,27,38
S990-25,2024-2025,SUB03,English,27,26
S945-25,2024-2025,SUB01,Mathematics,9,43
S224-24,2023-2024,SUB03,English,27,16
S556-24,2023-2024,SUB01,Mathematics,6,43
S035-25,2024-2025,SUB03,English,26,49
S985-24,2023-2024,SUB01,Mathematics,5,43
S042-24,2023-2024,SUB02,Science,26,39
S051-25,2024-2025,SUB03,English,26,45
S053-24,2023-2024,SUB03,English,26,50
S404-25,2024-2025,SUB01,Mathematics,40,42
S066-25,2024-2025,SUB02,Science,26,37
S502-24,2023-2024,SUB01,Mathematics,34,42
S101-25,2024-2025,SUB02,Science,26,42
S104-25,2024-2025,SUB02,Science,26,11
S039-24,2023-2024,SUB01,Mathematics,24,42
S162-24,2023-2024,SUB03,English,26,48
S184-24,2023-2024,SUB03,English,26,34
S188-24,2023-2024,SUB03,English,26,49
S530-24,2023-2024,SUB01,Mathematics,23,42
S242-25,2024-2025,SUB02,Science,26,24
S783-24,2023-2024,SUB01,Mathematics,22,42
S253-24,2023-2024,SUB03,English,26,19
S259-25,2024-2025,SUB03,English,26,33
S035-25,2024-2025,SUB01,Mathematics,21,42
S179-24,2023-2024,SUB04,Social Studies,26,50
S205-25,2024-2025,SUB04,Social Studies,26,50
S787-25,2024-2025,SUB04,Social Studies,26,50
S553-25,2024-2025,SUB05,Computer Science,31,35
S970-25,2024-2025,SUB05,Computer Science,30,35
S239-24,2023-2024,SUB04,Social Studies,26,52
S934-24,2023-2024,SUB04,Social Studies,26,52
S976-25,2024-2025,SUB05,Computer Science,30,35
S592-24,2023-2024,SUB05,Computer Science,28,35
S144-24,2023-2024,SUB05,Computer Science,27,35
S614-24,2023-2024,SUB05,Computer Science,27,35
S155-25,2024-2025,SUB04,Social Studies,26,45
S915-25,2024-2025,SUB05,Computer Science,22,35
S317-24,2023-2024,SUB04,Social Studies,26,40
S817-24,2023-2024,SUB05,Computer Science,20,35
S887-24,2023-2024,SUB04,Social Studies,26,38
S945-25,2024-2025,SUB04,Social Studies,26,38
S849-24,2023-2024,SUB05,Computer Science,19,35
S265-24,2023-2024,SUB04,Social Studies,26,33
S399-25,2024-2025,SUB04,Social Studies,26,33
S624-25,2024-2025,SUB05,Computer Science,17,35
S526-25,2024-2025,SUB05,Computer Science,16,35
S565-24,2023-2024,SUB04,Social Studies,26,31
S449-25,2024-2025,SUB04,Social Studies,26,29
S620-25,2024-2025,SUB04,Social Studies,26,28
S765-25,2024-2025,SUB04,Social Studies,26,28
S121-25,2024-2025,SUB01,Mathematics,20,42
S666-24,2023-2024,SUB04,Social Studies,26,27
S759-24,2023-2024,SUB04,Social Studies,26,27
S229-25,2024-2025,SUB05,Computer Science,14,35
S847-24,2023-2024,SUB05,Computer Science,13,35
S652-25,2024-2025,SUB05,Computer Science,8,35
S340-24,2023-2024,SUB05,Computer Science,5,35
S981-24,2023-2024,SUB05,Computer Science,5,35
S879-25,2024-2025,SUB04,Social Studies,26,25
S964-25,2024-2025,SUB05,Computer Science,31,35
S506-25,2024-2025,SUB05,Computer Science,30,35
S806-25,2024-2025,SUB05,Computer Science,30,35
S263-24,2023-2024,SUB05,Computer Science,30,35
S490-24,2023-2024,SUB04,Social Studies,26,21
S023-25,2024-2025,SUB04,Social Studies,26,20
S371-24,2023-2024,SUB04,Social Studies,26,20
S272-24,2023-2024,SUB04,Social Studies,26,18
S481-24,2023-2024,SUB05,Computer Science,29,35
S832-24,2023-2024,SUB04,Social Studies,26,17
S971-24,2023-2024,SUB05,Computer Science,27,35
S939-24,2023-2024,SUB04,Social Studies,26,15
S241-25,2024-2025,SUB04,Social Studies,26,14
S486-24,2023-2024,SUB04,Social Studies,26,14
S644-24,2023-2024,SUB05,Computer Science,24,35
S749-24,2023-2024,SUB04,Social Studies,26,13
S172-25,2024-2025,SUB05,Computer Science,23,35
S766-25,2024-2025,SUB04,Social Studies,26,12
S760-24,2023-2024,SUB05,Computer Science,23,35
S253-24,2023-2024,SUB05,Computer Science,22,35
S657-24,2023-2024,SUB05,Computer Science,20,35
S241-25,2024-2025,SUB05,Computer Science,18,35
S326-25,2024-2025,SUB01,Mathematics,20,42
S356-24,2023-2024,SUB03,English,26,17
S298-24,2023-2024,SUB01,Mathematics,19,42
S363-24,2023-2024,SUB02,Science,26,29
S377-25,2024-2025,SUB02,Science,26,49
S391-24,2023-2024,SUB02,Science,26,14
S399-25,2024-2025,SUB02,Science,26,27
S448-24,2023-2024,SUB02,Science,26,34
S456-24,2023-2024,SUB02,Science,26,47
S463-24,2023-2024,SUB02,Science,26,15
S941-24,2023-2024,SUB01,Mathematics,17,42
S281-24,2023-2024,SUB01,Mathematics,16,42
S558-24,2023-2024,SUB02,Science,26,45
S734-25,2024-2025,SUB01,Mathematics,12,42
S568-25,2024-2025,SUB02,Science,26,40
S171-25,2024-2025,SUB01,Mathematics,5,42
S590-24,2023-2024,SUB03,English,26,18
S302-24,2023-2024,SUB01,Mathematics,33,41
S995-25,2024-2025,SUB01,Mathematics,29,41
S608-24,2023-2024,SUB01,Mathematics,21,41
S692-24,2023-2024,SUB02,Science,26,19
S691-24,2023-2024,SUB01,Mathematics,20,41
S715-24,2023-2024,SUB03,English,26,40
S723-25,2024-2025,SUB03,English,26,43
S743-24,2023-2024,SUB02,Science,26,49
S190-24,2023-2024,SUB01,Mathematics,19,41
S772-25,2024-2025,SUB02,Science,26,41
S804-25,2024-2025,SUB02,Science,26,47
S016-25,2024-2025,SUB01,Mathematics,18,41
S867-24,2023-2024,SUB02,Science,26,22
S873-25,2024-2025,SUB02,Science,26,46
S477-25,2024-2025,SUB01,Mathematics,18,41
S882-24,2023-2024,SUB03,English,26,20
S900-25,2024-2025,SUB02,Science,26,31
S923-25,2024-2025,SUB02,Science,26,20
S924-25,2024-2025,SUB02,Science,26,
S938-24,2023-2024,SUB02,Science,26,50
S943-24,2023-2024,SUB02,Science,26,24
S951-24,2023-2024,SUB02,Science,26,53
S957-24,2023-2024,SUB02,Science,26,32
S968-25,2024-2025,SUB02,Science,26,49
S978-25,2024-2025,SUB03,English,26,18
S990-25,2024-2025,SUB02,Science,26,30
S993-25,2024-2025,SUB02,Science,26,52
S127-25,2024-2025,SUB01,Mathematics,16,41
S170-24,2023-2024,SUB01,Mathematics,14,41
S015-24,2023-2024,SUB02,Science,25,31
S016-25,2024-2025,SUB02,Science,25,11
S038-25,2024-2025,SUB01,Mathematics,13,41
S047-24,2023-2024,SUB02,Science,25,54
S058-25,2024-2025,SUB03,English,25,41
S059-24,2023-2024,SUB02,Science,25,39
S062-24,2023-2024,SUB02,Science,25,39
S158-25,2024-2025,SUB01,Mathematics,11,41
S128-25,2024-2025,SUB02,Science,25,48
S138-24,2023-2024,SUB03,English,25,29
S085-24,2023-2024,SUB01,Mathematics,9,41
S631-25,2024-2025,SUB01,Mathematics,9,41
S165-25,2024-2025,SUB03,English,25,22
S172-25,2024-2025,SUB03,English,25,
S204-24,2023-2024,SUB03,English,25,29
S214-25,2024-2025,SUB02,Science,25,18
S848-24,2023-2024,SUB01,Mathematics,9,41
S149-25,2024-2025,SUB01,Mathematics,8,41
S242-25,2024-2025,SUB03,English,25,43
S569-24,2023-2024,SUB01,Mathematics,8,41
S247-25,2024-2025,SUB02,Science,25,26
S256-25,2024-2025,SUB02,Science,25,
S283-24,2023-2024,SUB03,English,25,46
S290-25,2024-2025,SUB03,English,25,19
S217-25,2024-2025,SUB05,Computer Science,17,35
S549-24,2023-2024,SUB04,Social Studies,25,50
S877-25,2024-2025,SUB04,Social Studies,25,50
S233-25,2024-2025,SUB05,Computer Science,17,35
S999-24,2023-2024,SUB05,Computer Science,16,35
S115-24,2023-2024,SUB05,Computer Science,14,35
S610-25,2024-2025,SUB04,Social Studies,25,50
S741-25,2024-2025,SUB05,Computer Science,14,35
S578-25,2024-2025,SUB04,Social Studies,25,52
S526-25,2024-2025,SUB04,Social Studies,25,50
S004-24,2023-2024,SUB05,Computer Science,13,35
S931-24,2023-2024,SUB04,Social Studies,25,46
S211-25,2024-2025,SUB05,Computer Science,13,35
S662-24,2023-2024,SUB04,Social Studies,25,45
S318-25,2024-2025,SUB04,Social Studies,25,44
S121-25,2024-2025,SUB04,Social Studies,25,43
S260-24,2023-2024,SUB05,Computer Science,11,35
S834-24,2023-2024,SUB05,Computer Science,10,35
S177-24,2023-2024,SUB04,Social Studies,25,42
S994-24,2023-2024,SUB05,Computer Science,10,35
S348-25,2024-2025,SUB04,Social Studies,25,42
S298-24,2023-2024,SUB04,Social Studies,25,40
S626-25,2024-2025,SUB04,Social Studies,25,39
S706-25,2024-2025,SUB04,Social Studies,25,39
S646-25,2024-2025,SUB05,Computer Science,8,35
S815-24,2023-2024,SUB05,Computer Science,8,35
S814-24,2023-2024,SUB04,Social Studies,25,38
S638-25,2024-2025,SUB04,Social Studies,25,35
S784-24,2023-2024,SUB04,Social Studies,25,34
S848-24,2023-2024,SUB04,Social Studies,25,34
S064-25,2024-2025,SUB04,Social Studies,25,32
S123-24,2023-2024,SUB05,Computer Science,7,35
S537-24,2023-2024,SUB05,Computer Science,7,35
S323-25,2024-2025,SUB04,Social Studies,25,30
S318-25,2024-2025,SUB02,Science,25,31
S850-25,2024-2025,SUB05,Computer Science,6,35
S500-24,2023-2024,SUB04,Social Studies,25,28
S979-25,2024-2025,SUB05,Computer Science,6,35
S918-25,2024-2025,SUB05,Computer Science,30,35
S375-24,2023-2024,SUB04,Social Studies,25,26
S252-24,2023-2024,SUB05,Computer Science,30,35
S505-25,2024-2025,SUB04,Social Studies,25,25
S769-25,2024-2025,SUB05,Computer Science,30,35
S375-24,2023-2024,SUB05,Computer Science,30,35
S255-25,2024-2025,SUB05,Computer Science,27,35
S425-24,2023-2024,SUB04,Social Studies,25,23
S082-25,2024-2025,SUB04,Social Studies,25,22
S444-25,2024-2025,SUB05,Computer Science,27,35
S190-24,2023-2024,SUB05,Computer Science,24,35
S401-25,2024-2025,SUB04,Social Studies,25,19
S338-24,2023-2024,SUB05,Computer Science,21,35
S531-25,2024-2025,SUB04,Social Studies,25,18
S919-24,2023-2024,SUB05,Computer Science,17,35
S327-24,2023-2024,SUB03,English,25,20
S320-25,2024-2025,SUB05,Computer Science,15,35
S680-24,2023-2024,SUB05,Computer Science,15,35
S810-25,2024-2025,SUB04,Social Studies,25,16
S950-24,2023-2024,SUB05,Computer Science,15,35
S107-25,2024-2025,SUB05,Computer Science,14,35
S694-24,2023-2024,SUB04,Social Studies,25,14
S083-24,2023-2024,SUB05,Computer Science,7,35
S900-25,2024-2025,SUB04,Social Studies,25,14
S331-24,2023-2024,SUB03,English,25,25
S378-24,2023-2024,SUB04,Social Studies,25,13
S238-25,2024-2025,SUB05,Computer Science,7,35
S827-24,2023-2024,SUB04,Social Studies,25,12
S495-25,2024-2025,SUB04,Social Studies,25,11
S233-25,2024-2025,SUB04,Social Studies,25,
S406-24,2023-2024,SUB04,Social Studies,25,
S381-24,2023-2024,SUB05,Computer Science,7,35
S347-24,2023-2024,SUB03,English,25,50
S165-25,2024-2025,SUB01,Mathematics,7,41
S368-24,2023-2024,SUB02,Science,25,54
S840-25,2024-2025,SUB01,Mathematics,7,41
S415-24,2023-2024,SUB01,Mathematics,40,40
S056-25,2024-2025,SUB01,Mathematics,31,40
S600-25,2024-2025,SUB01,Mathematics,30,40
S404-25,2024-2025,SUB03,English,25,15
S078-24,2023-2024,SUB01,Mathematics,29,40
S408-25,2024-2025,SUB03,English,25,10
S413-25,2024-2025,SUB03,English,25,24
S428-24,2023-2024,SUB02,Science,25,11
S437-24,2023-2024,SUB02,Science,25,42
S951-24,2023-2024,SUB01,Mathematics,28,40
S855-24,2023-2024,SUB01,Mathematics,25,40
S460-24,2023-2024,SUB02,Science,25,13
S829-25,2024-2025,SUB01,Mathematics,24,40
S476-25,2024-2025,SUB03,English,25,47
S482-24,2023-2024,SUB02,Science,25,47
S845-25,2024-2025,SUB01,Mathematics,24,40
S498-25,2024-2025,SUB02,Science,25,31
S500-24,2023-2024,SUB03,English,25,36
S026-24,2023-2024,SUB01,Mathematics,23,40
S340-24,2023-2024,SUB01,Mathematics,22,40
S554-25,2024-2025,SUB03,English,25,17
S571-25,2024-2025,SUB02,Science,25,10
S598-25,2024-2025,SUB03,English,25,38
S883-24,2023-2024,SUB01,Mathematics,22,40
S619-24,2023-2024,SUB01,Mathematics,21,40
S615-24,2023-2024,SUB03,English,25,18
S651-24,2023-2024,SUB02,Science,25,42
S661-25,2024-2025,SUB03,English,25,39
S684-24,2023-2024,SUB02,Science,25,52
S727-24,2023-2024,SUB01,Mathematics,21,40
S961-24,2023-2024,SUB01,Mathematics,18,40
S422-24,2023-2024,SUB01,Mathematics,17,40
S935-24,2023-2024,SUB01,Mathematics,17,40
S760-24,2023-2024,SUB03,English,25,18
S925-25,2024-2025,SUB01,Mathematics,13,40
S050-25,2024-2025,SUB01,Mathematics,6,40
S769-25,2024-2025,SUB02,Science,25,39
S594-25,2024-2025,SUB01,Mathematics,6,40
S798-24,2023-2024,SUB03,English,25,20
S845-25,2024-2025,SUB02,Science,25,33
S940-25,2024-2025,SUB01,Mathematics,5,40
S864-24,2023-2024,SUB03,English,25,48
S021-25,2024-2025,SUB01,Mathematics,34,39
S890-25,2024-2025,SUB02,Science,25,46
S902-24,2023-2024,SUB03,English,25,51
S908-25,2024-2025,SUB02,Science,25,14
S179-24,2023-2024,SUB01,Mathematics,31,39
S895-24,2023-2024,SUB01,Mathematics,31,39
S918-25,2024-2025,SUB02,Science,25,30
S920-25,2024-2025,SUB03,English,25,27
S926-24,2023-2024,SUB03,English,25,16
S347-24,2023-2024,SUB01,Mathematics,29,39
S138-24,2023-2024,SUB01,Mathematics,27,39
S351-25,2024-2025,SUB01,Mathematics,25,39
S389-24,2023-2024,SUB01,Mathematics,25,39
S992-25,2024-2025,SUB03,English,25,47
S999-24,2023-2024,SUB03,English,25,34
S981-24,2023-2024,SUB01,Mathematics,25,39
S065-25,2024-2025,SUB01,Mathematics,23,39
S050-25,2024-2025,SUB03,English,24,41
S254-25,2024-2025,SUB01,Mathematics,21,39
S958-25,2024-2025,SUB01,Mathematics,19,39
S736-24,2023-2024,SUB01,Mathematics,16,39
S106-25,2024-2025,SUB02,Science,24,36
S815-24,2023-2024,SUB01,Mathematics,14,39
S178-25,2024-2025,SUB02,Science,24,
S246-25,2024-2025,SUB03,English,24,17
S253-24,2023-2024,SUB02,Science,24,47
S429-24,2023-2024,SUB01,Mathematics,13,39
S284-24,2023-2024,SUB02,Science,24,41
S314-24,2023-2024,SUB02,Science,24,
S965-25,2024-2025,SUB01,Mathematics,12,39
S322-24,2023-2024,SUB03,English,24,48
S324-24,2023-2024,SUB03,English,24,38
S329-24,2023-2024,SUB03,English,24,17
S071-25,2024-2025,SUB01,Mathematics,11,39
S334-24,2023-2024,SUB02,Science,24,14
S958-25,2024-2025,SUB05,Computer Science,6,35
S136-25,2024-2025,SUB05,Computer Science,,35
S614-24,2023-2024,SUB04,Social Studies,24,50
S657-24,2023-2024,SUB04,Social Studies,24,50
S719-25,2024-2025,SUB05,Computer Science,,35
S289-25,2024-2025,SUB04,Social Studies,24,49
S454-25,2024-2025,SUB04,Social Studies,24,49
S403-25,2024-2025,SUB05,Computer Science,30,35
S161-24,2023-2024,SUB04,Social Studies,24,47
S803-25,2024-2025,SUB04,Social Studies,24,46
S833-25,2024-2025,SUB05,Computer Science,30,35
S880-24,2023-2024,SUB05,Computer Science,30,35
S547-25,2024-2025,SUB04,Social Studies,24,42
S022-25,2024-2025,SUB05,Computer Science,30,35
S853-25,2024-2025,SUB04,Social Studies,24,40
S184-24,2023-2024,SUB05,Computer Science,30,35
S786-25,2024-2025,SUB04,Social Studies,24,39
S571-25,2024-2025,SUB04,Social Studies,24,38
S681-25,2024-2025,SUB05,Computer Science,29,35
S749-24,2023-2024,SUB05,Computer Science,29,35
S789-25,2024-2025,SUB05,Computer Science,26,35
S539-25,2024-2025,SUB04,Social Studies,24,36
S427-25,2024-2025,SUB05,Computer Science,25,35
S623-24,2023-2024,SUB05,Computer Science,25,35
S997-24,2023-2024,SUB05,Computer Science,24,35
S405-24,2023-2024,SUB04,Social Studies,24,33
S047-24,2023-2024,SUB04,Social Studies,24,32
S323-25,2024-2025,SUB05,Computer Science,22,35
S737-25,2024-2025,SUB04,Social Studies,24,32
S501-24,2023-2024,SUB04,Social Studies,24,31
S983-25,2024-2025,SUB05,Computer Science,19,35
S291-24,2023-2024,SUB04,Social Studies,24,30
S090-25,2024-2025,SUB04,Social Studies,24,28
S126-25,2024-2025,SUB05,Computer Science,16,35
S096-25,2024-2025,SUB04,Social Studies,24,27
S352-25,2024-2025,SUB03,English,24,48
S707-25,2024-2025,SUB04,Social Studies,24,26
S941-24,2023-2024,SUB04,Social Studies,24,26
S633-25,2024-2025,SUB04,Social Studies,24,25
S708-25,2024-2025,SUB04,Social Studies,24,24
S198-24,2023-2024,SUB01,Mathematics,9,39
S825-24,2023-2024,SUB05,Computer Science,13,35
S268-24,2023-2024,SUB04,Social Studies,24,23
S968-25,2024-2025,SUB05,Computer Science,11,35
S368-24,2023-2024,SUB05,Computer Science,10,35
S557-25,2024-2025,SUB04,Social Studies,24,21
S334-24,2023-2024,SUB04,Social Studies,24,20
S873-25,2024-2025,SUB05,Computer Science,10,35
S009-24,2023-2024,SUB04,Social Studies,24,16
S201-24,2023-2024,SUB05,Computer Science,8,35
S201-24,2023-2024,SUB05,Computer Science,8,35
S272-24,2023-2024,SUB05,Computer Science,7,35
S364-24,2023-2024,SUB05,Computer Science,30,35
S316-24,2023-2024,SUB04,Social Studies,24,13
S473-25,2024-2025,SUB04,Social Studies,24,13
S234-24,2023-2024,SUB04,Social Studies,24,11
S606-24,2023-2024,SUB04,Social Studies,24,11
S943-24,2023-2024,SUB04,Social Studies,24,10
S169-24,2023-2024,SUB04,Social Studies,24,
S911-25,2024-2025,SUB04,Social Studies,24,
S366-25,2024-2025,SUB02,Science,24,52
S384-25,2024-2025,SUB03,English,24,48
S897-25,2024-2025,SUB01,Mathematics,9,39
S645-24,2023-2024,SUB01,Mathematics,8,39
S418-24,2023-2024,SUB03,English,24,55
S313-24,2023-2024,SUB01,Mathematics,7,39
S433-24,2023-2024,SUB02,Science,24,10
S862-24,2023-2024,SUB01,Mathematics,6,39
S555-24,2023-2024,SUB01,Mathematics,5,39
S495-25,2024-2025,SUB02,Science,24,
S527-25,2024-2025,SUB01,Mathematics,,39
S661-25,2024-2025,SUB01,Mathematics,,39
S512-24,2023-2024,SUB03,English,24,11
S889-24,2023-2024,SUB01,Mathematics,,39
S540-25,2024-2025,SUB02,Science,24,37
S560-25,2024-2025,SUB02,Science,24,24
S582-25,2024-2025,SUB02,Science,24,42
S586-25,2024-2025,SUB03,English,24,32
S717-24,2023-2024,SUB01,Mathematics,33,38
S670-25,2024-2025,SUB02,Science,24,46
S214-25,2024-2025,SUB01,Mathematics,32,38
S049-25,2024-2025,SUB01,Mathematics,31,38
S704-25,2024-2025,SUB03,English,24,34
S989-24,2023-2024,SUB01,Mathematics,31,38
S712-25,2024-2025,SUB02,Science,24,24
S716-25,2024-2025,SUB03,English,24,42
S003-24,2023-2024,SUB01,Mathematics,30,38
S733-25,2024-2025,SUB03,English,24,30
S742-24,2023-2024,SUB03,English,24,15
S639-25,2024-2025,SUB01,Mathematics,29,38
S762-24,2023-2024,SUB02,Science,24,46
S511-24,2023-2024,SUB01,Mathematics,28,38
S766-25,2024-2025,SUB03,English,24,41
S399-25,2024-2025,SUB01,Mathematics,24,38
S496-24,2023-2024,SUB01,Mathematics,24,38
S827-24,2023-2024,SUB02,Science,24,22
S949-25,2024-2025,SUB01,Mathematics,22,38
S830-24,2023-2024,SUB02,Science,24,48
S094-24,2023-2024,SUB01,Mathematics,20,38
S549-24,2023-2024,SUB01,Mathematics,19,38
S845-25,2024-2025,SUB03,English,24,22
S850-25,2024-2025,SUB02,Science,24,35
S850-25,2024-2025,SUB03,English,24,
S851-25,2024-2025,SUB03,English,24,17
S862-24,2023-2024,SUB03,English,24,49
S963-25,2024-2025,SUB01,Mathematics,19,38
S870-24,2023-2024,SUB02,Science,24,33
S881-24,2023-2024,SUB01,Mathematics,18,38
S895-24,2023-2024,SUB03,English,24,18
S383-24,2023-2024,SUB01,Mathematics,16,38
S105-25,2024-2025,SUB01,Mathematics,15,38
S930-25,2024-2025,SUB02,Science,24,42
S942-24,2023-2024,SUB03,English,24,14
S543-25,2024-2025,SUB01,Mathematics,12,38
S506-25,2024-2025,SUB01,Mathematics,11,38
S953-25,2024-2025,SUB02,Science,24,39
S976-25,2024-2025,SUB02,Science,24,42
S021-25,2024-2025,SUB02,Science,23,45
S232-25,2024-2025,SUB01,Mathematics,9,38
S038-25,2024-2025,SUB02,Science,23,55
S013-24,2023-2024,SUB01,Mathematics,8,38
S060-25,2024-2025,SUB02,Science,23,43
S064-25,2024-2025,SUB02,Science,23,37
S673-24,2023-2024,SUB01,Mathematics,7,38
S067-25,2024-2025,SUB03,English,23,38
S084-25,2024-2025,SUB03,English,23,49
S105-25,2024-2025,SUB02,Science,23,46
S988-24,2023-2024,SUB01,Mathematics,6,38
S125-25,2024-2025,SUB03,English,23,11
S130-24,2023-2024,SUB03,English,23,
S133-24,2023-2024,SUB03,English,23,13
S226-25,2024-2025,SUB01,Mathematics,,38
S249-25,2024-2025,SUB01,Mathematics,,38
S159-25,2024-2025,SUB03,English,23,15
S160-25,2024-2025,SUB03,English,23,53
S182-24,2023-2024,SUB02,Science,23,50
S184-24,2023-2024,SUB02,Science,23,12
S589-25,2024-2025,SUB01,Mathematics,40,37
S236-24,2023-2024,SUB03,English,23,18
S258-25,2024-2025,SUB02,Science,23,41
S115-24,2023-2024,SUB01,Mathematics,34,37
S544-25,2024-2025,SUB01,Mathematics,33,37
S282-24,2023-2024,SUB03,English,23,26
S837-24,2023-2024,SUB01,Mathematics,32,37
S283-24,2023-2024,SUB02,Science,23,15
S294-25,2024-2025,SUB02,Science,23,23
S294-25,2024-2025,SUB03,English,23,54
S324-24,2023-2024,SUB02,Science,23,50
S338-24,2023-2024,SUB03,English,23,22
S350-25,2024-2025,SUB02,Science,23,45
S356-24,2023-2024,SUB02,Science,23,26
S392-24,2023-2024,SUB01,Mathematics,25,37
S667-25,2024-2025,SUB05,Computer Science,30,35
S910-25,2024-2025,SUB04,Social Studies,23,50
S954-24,2023-2024,SUB04,Social Studies,23,52
S314-24,2023-2024,SUB05,Computer Science,29,35
S502-24,2023-2024,SUB05,Computer Science,28,35
S522-24,2023-2024,SUB05,Computer Science,27,35
